dealer_id,employee_id,employee_name,employee_role,hire_date,employee_email,employee_phone,vin,vehicle_brand,vehicle_model,vehicle_year,vehicle_price_usd,sale_date,customer_state,sales_status
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,ACWU4W1EKRDBKZGJH,Toyota,RAV4,2021,$31911.15,05-13-2025,NV,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,0WNTX21RFER0DPVMN,Nissan,Leaf,2013,8500.00,2022-09-05,UT,Sold 
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,BCXKU1DKF85VE6TNC,onda,Accord,2016,20408.54,2025-01-08,PA,delivred
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,LNNJKRaJBJY2GPPAR,Ford,Explorer,2020,32600,2023/06/03,il,In Progress
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,DMU0PDFMRt8LSBPUJ,Toyota,Corola,2022,23481.96,2024-12-26,FL,In Progress
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,T6G78XT3GMTD10R5K,Ford,Escape,2018,18740,03-17-2024,Illinois,sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,S8SN5EMGJFFDH69CS,Jeep,Cherokee,2021,26438,07-26-2025,WA,Pending
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,TZMXH8GMMK81TSR6M,Tesla,Model Y,2020,48336.08,2023-04-05,ZZ,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,5BW989YAU6BLA019,Honda,Civic LX,2016,12435,2025/05/26,AL,Sold
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,LLZKB3F2ZFKJB0LKV,Toyota,Camry,2017,19714,2023/11/30,OH,sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,MC41EYT9BYGNPGRCC,Hyundai,Tucson,2017,17877,11-23-2024,Oregon,Delivered
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,382WAGHXTD1WWJAC1,Ford,Escape,2017,20304.14,2025-11-16,GA,IN PROGRESS
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,PVMHK4KMENMBWECVL,Toyota,Tacoma,2021,34142.85,2024-10-04,NC,Delivered
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,UGL9NHBDR443BLADA,Jep,Cherokee,2021,28858,2023-03-11,MI,Cancelled
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,3LDD524L64SRMP91P,Nissan,Sentra,2017,0,2024-11-03,FL,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,K9LNRKG9RZM6E7XB2,Ram,1500,2017,31537.57,2024-05-21,CA,Sold
D013,E1026,Susan Mitchell,Sales Manager,2020-07-20,susan.mitchell@sunsetautos.com,,9HZ3SWZ8MBK21021L,Foord,Explorer,2020,30199.72,2023-10-05,UT,Sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,JB5U7K34WE528BA6W,Tesla,Model 3,2020,0,2024-07-22,NY,soldd
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,G1VBTVXAL92AXLHCL,Chevrolet,Tahoe,2016,36303.91,2025-01-13,TX,pending
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,Cy7WS7TGZ3SAK50AD,Honda,CR-V,2020,29564.54,2025-09-25,tx,Delivered
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,V45D97BH7L3CBHP40,Toyota,Camry,2015,16337,2022-04-30,NC,PENDING
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,C1KJHXZ47JX4MMMHA,Ram,1500,2019,37694,2023-08-22,OH,SOLD
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,RRXA8FJVYZPGLDAS2,Tesla,Model Y,2022,46778,2023-02-28,TX,Pending
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,XLMWLZJXG2H9X80F,Nisssan,Leaf,2016,8500,2023-01-28,FL,Delivered
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,VH6HZW6NTVPCYR89B,Chevrolet,Tahoe,2022,45508,03-03-2022,Illinois,PENDING
D013,E1026,Susan Mitchell,Sales Manager,2020-07-20,susan.mitchell@sunsetautos.com,,M77NAV4MXEXMH5W3X,Chevrolet,Silverado,2021,40904.02,2023-05-08,GA,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,1L2EWRP2JT14TYDBC,Chevrolet,Malibu,2017,18052.86,2024-07-16,Virginia,Sold
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,U9W605L08YZJHDMKE,Hyunday,Elantra,2017,14863.76,2024-09-20,TX,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,WTYGUP48L2GFMPBP9,Ford,Explorer,2020,36240.06,2024-07-25,SC,Pending
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,LG56D0XK44PR0FX9B,Chevrolet,Tahoe,2020,43110.36,10-25-2024,IL,pending
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,7WJXZHS4CDXG9HCV,Hyundai,Sonata,2016,13048.04,2022-03-15,California,Delivered 
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,SPZSDAYX4F0V5SFY1,Jeep,Wrangler,2018,31473.20,2023-06-06,WA,delivered
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,13AYSVMF1TTE3ECG6,Honda,Civic,2017,0,2023-11-11,TX,Delivered
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,9GTTU6HRXPB3C382T,onda,CR-V,2016,$18985.40,2025-09-20,NY,sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,Y6J8H6UNB4HG1UCNW,Chevrolet,Tahoe,2022,44919.47,2024-10-29,TX,Pending
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,AHZN93BMJ2JZTLCTE,Hyundai,Kona,2019,17911,2022-11-29,Texas,Sold
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,U0SED7WGKKU6B7K1T,For,Fusion,2017,15204.12,2024-03-06,CA,Sold
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,CNW14G1PD7AK25LDK,Honda,Civic,2019,$18540.45,2022-05-26,GA,delivred
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,SJYAB6P6FNC5LLFGP,Nissan,Rogue Sport,2020,22607.04,2023-01-17,California,soldd
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,E7A6TWS3DKRWVJM0K,Ford,Fusion,2018,$15445.08,2023-03-06,WA,Delivered
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,M3ZXGRJ73F6WBJUZZ,Hyundai,Sonata,2019,17965,2023-05-05,MI,sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,3T7493Jp61DA9UW6T,Chevrolet,Malibu,2016,16016,16/09/2024,NC,Delivered
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,N2JNXRUU94U5C9LHR,Chevrolet,Malibu,2018,18356.60,2024-05-14,OR,in progress
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,1SV26SHAAFHTH2ABF,Ford,Mustang,2017,30075.93,2025-08-27,CA,SOLD
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,F47T1SCDB9URS4HGS,Chrysler,300,2021,25498.81,2022-02-03,FL,Cancelled
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,SU33b5X1TVU245KDG,onda,Accord,2019,0,09-01-2023,FL,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,Z9E8TXJ6RzN3WLRZ6,Chevrolet,Silverado,2018,$37308.88,2022-08-25,il,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,HCD6MRDT43BDFJSK,Ford,Mustang,2016,0,2022-11-30,PA,in progress
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,44XRTW1CWMK53RW1B,Ram,1500,2016,29608.20,2022-04-12,NY,Delivered
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,XGJ6M25A9231Z2KJU,Hyunday,Tucson,2022,26058.41,08-15-2025,GA,Sold
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,G9W97WKJSXUPWDW31,Chrysler,300,2018,21969.09,03-11-2025,FL,SOLD
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,HG8NFK6SA4RWRYV99,Toyota,RAV4,2018,27460,2025-07-09,TX,pending
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,UfMSBH2DW4AS8KG91,Honda,Civic,2020,$20677.80,2023-01-23,IL,Sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,8G63CG1KZD9TGV6Y0,Nisssan,Altima,2016,16463.11,2024-02-15,OR,sold
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,3G4B9H7KJN1T78HN8,Chevrolet,Silverado,2022,38403.26,2023-06-14,va,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,NJP2MLH2C11Z6T27B,Honda,Civic,2020,$19735.37,2024-09-03,TX,IN PROGRESS
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,K1EA7APN0CTLVPHRJ,Ram,1500,2021,36014.63,2025-07-08,CO,in progress
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,1V2SRYRWFFAXBHU83,Jeep,Grand Cherokee,2015,$25111.93,07-27-2025,WA,Sold
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,GJR089GY0tK1C6LR1,Chevrolet,Tahoe,2020,$41776.15,06-24-2025,NY,Delivered 
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,7R7DPG8XWRBM5VEW9,Chevrole,Malibu,2017,17878.24,2025-09-13,FL,Pending 
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,A51PK7EPYP273JZJP,Toyota,Tacoma,2017,-28936.97,2024-07-16,NY,Sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,K7N3FX54TAXNX35D7,Hnda,Civic LX,2016,9359,2025-07-11,ca,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,MDMMK7GGE6084H8G4,Chrysler,Pacifica,2021,32649.39,2025-03-29,ca,DELIVERED
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,MBM3AGUM2U8ED4BE5,Nissan,Rogue Sport,2017,0,01-07-2025,North Carolina,Pending
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,1RH5LU54SARC2XTDL,Jeep,Wrangler,2015,28873.13,2024-08-18,TX,IN PROGRESS
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,W4DJ4352YL6LWZP8T,Ford,Escape,2020,22023.67,2024/05/15,TX,Delivered
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,LCLME0WSCUTCRMLZN,Ford,Mustang,2020,0,2022-12-08,Virginia,Sold
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,9VPNSNLVS2L4JABZR,Jep,Wrangler,2015,32311.35,2025-10-25,ZZ,Pending
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,NE76W0ULEA1MUFP5Y,Toyota,Tacoma,2018,$34208.27,2025-08-06,Texas,DELIVERED
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,T1GKB4HRBALUXJUD,Honda,Civic LX,2015,9471.02,2025-01-23,WA,in progress
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,6JT6J0TJKF9STXHMA,Honda,Accord,2016,23819.92,2024-07-14,NY,In Progress
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,V4UDY9ZNLX47J2MB9,Tesla,Model 3,2022,37523.26,2024-09-25,CA,SOLD
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,MZ2LW5M3NTMAFLLS,Tesla,Model Y,2020,44335.49,03-01-2024,CA,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,4NME7VCBREDFRS0NM,Crysler,200,2013,8500.00,20/06/2023,CA,delivered
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,D74J2VPZAAXR6MNU4,BMW,328i,2016,18381.45,2025-09-28,az,Pending
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,G1ZUVHN6M671073C4,Jeep,Grand Cherokee,2015,26876.07,2023-04-10,FL,In Transit
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,NMWMCLVR5WUUE8LRU,Jeep,Wrangler,2020,$33909.50,10-17-2025,CO,Delivered
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,6MN4UEAAYR9YX7UMF,Ford,Fusion,2017,$16949.55,2023-05-19,NC,sold
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,9TUP6D21F5Z3T36J1,Chevrolet,Malibu,2017,16545,29/12/2024,California,Sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,WYC61BVS034CYCRS5,Ford,Fusion,2013,10535.47,2024-07-07,CA,Pending
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,UFB95994YP9YC17P3,Jeep,Wrangler,2016,30400.97,2025/03/17,WA,Delivered
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,6DT4E25B32PMDE2LA,Toyota,RAV4,2022,31203,2025/08/06,CA,Pending
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,6A4WTL2VLBPSFSXWB,Chevrole,Silverado,2022,41564,2023-07-14,OR,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,USDKE6H379A11URHY,Tota,Tacoma,2017,32874,11-25-2024,North Carolina,delivred
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,3WC5DPB9CE6L2KL3M,Tesla,Model 3,2022,35993.85,2025-11-27,SC,cancelled
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,H1HL722JACJBSH6DM,Chevrolet,Tahoe,2017,35803.52,2024-09-29,NY,Delivered 
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,VKWL0P3BFKR60SAMU,Nissan,Rogue Sport,2022,29299.95,2024-10-23,CA,Sold
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,4T9F50UBS2U9KHZ58,Ford,Fusion,2016,-13961.50,2023-12-13,FL,Delivered
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,8MJDTM1ML3JA132E6,Ford,Mustang,2022,$33206.41,05-07-2024,NY,Sold
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,29685M04AWHSTMDTS,BMW,328i,2017,20033,15/07/2023,az,pending
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,EWRCVEPWHBP8XK7JC,Ford,F-150,2020,39283,2024-09-27,CO,Delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,844GT2JC02JAF70SA,Hyundai,Elantra,2015,8881,2024-02-17,FL,Sold
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,N7X2GAD888NLE8ZDR,Nissan,Sentra,2015,11515.91,17/10/2025,FL,In Transit
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,WU5VAU84B53JRXEA7,Nissan,Altima,2018,17639.26,10-03-2022,OR,Pending
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,NTCEZ9AZZFGX5TU20,Chrysler,200,2013,8500.00,2024-12-02,CA,sold
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,KMFBP12LCS902UB5A,Nissan,Altima,2019,23793.89,2023-08-11,TX,In Progress 
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,B99D48C97CLCHFVRF,Nissan,Rogue Sport,2022,22409,2025-11-26,ms,Sold 
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,LKBXR7A77U0UV7DJ,Tota,Corola,2020,18153.28,2025-04-24,CA,Returned 
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,0RAJ1EWBJ085AP12D,Honda,Civic LX,2019,13755.88,2025-05-02,NC,In Progress
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,HLDSBK0JBTYLN6060,Foord,Explorer,2021,$33491.75,14/09/2022,Colorado,Delivered
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,JCXVVVYR9FHBH1ZZP,Ford,Mustang,2020,33452,2025-04-11,TX,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,3JW4B5AV5K32BJNZE,Hyundai,Kona,2018,0,2023/02/07,Alabama,SOLD
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,WEPSXW5TD1T0PGX6D,BMW,X3,2019,33607.93,2024-08-24,NY,Sold
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,8T62A06DMS77FTSAG,Toyota,RAV4,2022,$30976.93,2022-08-14,TX,In Progress
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,JXSL261mTL57SLRYK,Hyundai,Tucson,2017,22255,2025-01-04,CA,in progress
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,A7YXFYUYJ1D5X4ENR,Honda,Accord,2019,26126.29,2022-11-26,GA,In Progress
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,C22W7B5AP0DS1CYXL,Hyundai,Kona,2019,23232,2025-02-10,VA,Delivered
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,463J0A4LACS2N9Z2T,Honda,Civic,2017,19703.40,2025-04-15,AZ,Delivered
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,94CXXAVPK34VPJJRT,Chevrolet,Silverado,2022,42701.72,2022-02-23,CA,Delivered
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,4LJNW8WMLY2698E99,Ford,F-150,2020,0,2025-02-15,CA,Delivered
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,02W6U2BX945U1NSA5,Chevrolet,Tahoe,2016,39369,2023-02-27,VA,delivered
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,2XXZ8ZGMT74UAAD15,Toyota,Corolla,2016,14824.13,06-17-2025,UT,sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,VAKNN34B9RX7CE5BS,Toyta,RAV4,2018,25060.07,26/08/2022,nc,SOLD
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,EPUA4E788JUYKUHP0,Ford,F-150,2020,37964.63,01-11-2023,NV,Sold 
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,BYCJ4ALTUKCRFZJYU,Hyundai,Tucson,2018,20431.21,2025-06-28,Utah,delivered
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,4ULNA9JX29UG3LSRL,Nissan,Leaf,2015,$9387.92,2024/09/12,FL,Delivered
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,PF0FF69KVK10YW3B3,Chevrolet,Equinox,2018,21160.72,2023-06-05,NY,Sold
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,U5DU65XTE538XXNEC,Nissan,Rogue Sport,2018,18215.47,2025-06-03,Arizona,Sold
D001,e1001,Johnmiller,Sale Associate,2022-03-14,johnmiller.@sunsetauto.com,555-213-7788,B72FKS2GMHBYFGK1G,Nisan,Sentra,2021,20346,10-21-2022,California,soldd
D011,E1021,Jason Scott,Sales Associate,2023-05-12,jason.scott@sunsetautos.com,555-555-5555,RRU94W6CSXC38X693,Chrysler,300,2014,14106.59,2025-11-07,NC,sold
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,X5CZJF7RUUTCW09PG,Honda,Civic,2017,14909,16/04/2023,MI,Delivered
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,EC555DKRWUZ49VT37,Ram,1500,2022,38144.09,11-08-2023,OR,Pending
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,Z805LK5RG92PCJFY0,Jeep,Grand Cherokee,2021,30873.88,2024-09-27,ZZ,in progress
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,WV17T1MHZZVF8UH4E,Hyundai,Sonata,2020,18343,2023-12-29,UT,in progress
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,TP85VBJJ2VSNBK4ZB,Ford,Fusion,2014,10390,2024-05-27,IL,DELIVERED
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,CJJJRUCEP54R38ZBG,Chevrolet,Equinox,2019,25385.64,2024-02-05,OH,soldd
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,J1DH1S8J1PEZ1YZLM,Ford,Escape,2018,18324,11-09-2024,FL,in progress
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,UVT27KMRAW7SRET0U,Chrysle,300,2019,20082.35,2025-02-22,TX,IN TRANSIT
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,XVS5844G9ND09DDG7,Ford,Explorer,2019,$30423.45,2022-03-03,PA,SOLD
D006,E1012,Patricia Haris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,X4WJY6D3AK4NSE0TM,Chevrolet,Silverado,2016,28728.52,2023-05-02,California,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,237CGXETXKBG24SPK,Tota,RAV4,2021,$28302.72,20/04/2025,FL,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,TWPRGNRM0M1HPLSTY,onda,CR-V,2021,-30674.48,2024-04-05,CA,pendng
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,ZS467SU0M7RZ2FYM1,Honda,Civic LX,2019,15006,10-19-2024,TX,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,S20LV5U24XRYP3JYS,Ford,Escape,2022,23400,25/11/2023,NV,Sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,XUPV3Y94SB3G2KV7S,Toyota,Corolla,2017,15482,2025-10-26,MI,In Transit 
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,P7J1D7LAGU47BJ1UP,BMW,328i,2013,$15216.83,12-13-2025,TX,Delivered 
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,2PNG6JWAP2T9FHM31,Toyota,RAV4,2021,$32749.10,2024-02-14,CO,soldd
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,2SUCFNRRUUP737PUG,Honda,CR-V,2018,23145,2025-07-23,AZ,Sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,FBDWLCK33H2CECSVK,Chev,Silverado,2015,30956.66,03-17-2025,NC,Delivered 
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,GP1DFX7GF8HPJGWBJ,Ford,F150,2019,37323.58,29/11/2024,CA,Pending
